stage,date_of_status_update,district,address,street_dir,street_name,city,cleared_by_employee,billed_adder_notes,billed_adder_other,cb_date,cb_report,clear_date,cleared_by,client_no,co_install_y_n,conflict_repair_date,crew_lead,crew_tech,depth_1,depth_2,depth_3,depth_4,depth_5,desc_1,desc_2,desc_3,desc_4,desc_5,dig_hrs,dig_y_n,dir_lat_frm_mh,dist_1,dist_2,dist_3,dist_4,dist_5,dist_mh_to_lat,door_tag_date1,door_tag_date2,door_tag_date3,end_mh,field_notes,gas_main_clr_date,gas_main_clr_method,gas_service_clr_date,gas_service_clr_method,inspection_hourly,inspection_type,inspector,lat_inspection_push_camera_ea,latitude,longitude,measurements_y_n,no_videos_today,no_videos_total,notes_doortag,notes_extra,num_of_co_installs,phase,photo_map,pipe_complete,project_no,pv_stage,qa_comments_1,qa_comments_2,qa_comments_3,qa_name,qa_pass_fail_1,qa_pass_fail_2,qa_pass_fail_3,qc_comments_1,qc_comments_2,qc_comments_3,qc_date_1,qc_date_2,qc_date_3,qc_name_1,qc_name_2,qc_name_3,qc_p_f_1,qc_p_f_2,qc_p_f_3,ref_1,ref_2,ref_3,ref_4,ref_5,rerun_deadline,rerun_y_n,sanitary_main_cleaning_lf,sanitary_main_inspection_lf,sewer_lat_inspection_lat_launch_ea,sewer_lateral_cleaning_lf,sewer_ml_ft,sewer_type,site_photos,start_mh,state,status_update,storm_main_cleaning_lf,storm_main_inspection_lf,street_direction,time,to_bldg,utility_type,video_1,video_2,video_3,video_date_1,video_date_2,video_date_3,video_device_1,video_device_2,video_device_3,video_type,video_url,video_url_2,video_url_3
OFFICE REVIEW,2025-05-08,,414,,SHERMAN ST,HUTCHINSON ,,,,,,2025/05/08,2400,PW-23R3-HUTCHINSON-SHERMAN AND MADISON ,,,Edgar Atwood,Michael Parrish,0,27,0,0,0,TAP,GMI,12T,3T,3T,,,West,194.5,5.2,34.9,75,90.7,194.5,,,,,12T @ 95.9 FT / 0 DEPTH,2025/05/08,LETS,2025/05/08,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.0528,-97.9393,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_6a73a7_cdv_photo_004_1746728660912.jpg"",""rid"":38483521,""lid"":""6728851"",""fid"":""716"",""field"":""photo_map"",""title"":""mdc_photo_mdc_6a73a7_cdv_photo_004_1746728660912.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,OFFICE REVIEW,,,,,,,,,,,2025/05/16,,,Katy Thompson,,,Pass,,,A,B,C,D,E,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1d19a0_cdv_photo_001_1746728597017.jpg"",""rid"":38483507,""lid"":""6728851"",""fid"":""716"",""field"":""site_photos"",""title"":""mdc_photo_mdc_1d19a0_cdv_photo_001_1746728597017.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_75b1a5_cdv_photo_002_1746728597017.jpg"",""rid"":38483508,""lid"":""6728851"",""fid"":""716"",""field"":""site_photos"",""title"":""mdc_photo_mdc_75b1a5_cdv_photo_002_1746728597017.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_73d8b2_cdv_photo_003_1746728597017.jpg"",""rid"":38483509,""lid"":""6728851"",""fid"":""716"",""field"":""site_photos"",""title"":""mdc_photo_mdc_73d8b2_cdv_photo_003_1746728597017.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 400 W SHERMAN ST ,KS,2025/05/08,,,West,12:43,,2,Edgar Atwood,,,2025/05/08,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/bd1c5448-2aca-4816-8087-8d310e3c7e91?t=3.295331&limit=30&offset=0&project=25PV0406+ONE+GAS+&client_reviewed=false,,
OFFICE REVIEW,2025-08-05,,913,,SW 1st St,Andrews,,,,,,,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,One Gaa,,31.8204,-102.415,,,,,"8/4/2025 4600 no Co on property, could not access through mainline. Leaving under review for further instructions ",,One Gas,,N/A,0405,OFFICE REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_fbce33_cdv_photo_008_1754425274953.jpg"",""rid"":39613448,""lid"":""6728851"",""fid"":""1012"",""field"":""site_photos"",""title"":""mdc_photo_mdc_fbce33_cdv_photo_008_1754425274953.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/05,,,,,,2,N/A,,,,,,N/A,,,,,,
COMPLETE NO BILL,2025-08-04,,101,,E 15th St,Monahans,,,,,,2025/08/04,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,End,9T,,,,,,,122,46.5,,,,,,,,,,2025/08/04,LETS,2025/08/04,LETS,,Post,One Gas,,31.5813,-102.887,yes,1,1,,8/4/2025 4600 ran this section of main but encountered a hard blockage that we cannot get past. We believe line is damaged at 122’. Section ran is clear.,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_3eeb35_cdv_photo_052_1754354556679.jpg"",""rid"":39599088,""lid"":""6728851"",""fid"":""989"",""field"":""photo_map"",""title"":""mdc_photo_mdc_3eeb35_cdv_photo_052_1754354556679.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,122,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_0dad3c_cdv_photo_1754354211_1754354339011.jpg"",""rid"":39598977,""lid"":""6728851"",""fid"":""989"",""field"":""site_photos"",""title"":""mdc_photo_mdc_0dad3c_cdv_photo_1754354211_1754354339011.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1aa5f8_cdv_photo_1754354217_1754354339011.jpg"",""rid"":39598978,""lid"":""6728851"",""fid"":""989"",""field"":""site_photos"",""title"":""mdc_photo_mdc_1aa5f8_cdv_photo_1754354217_1754354339011.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_dadbfa_cdv_photo_1754354222_1754354339011.jpg"",""rid"":39598979,""lid"":""6728851"",""fid"":""989"",""field"":""site_photos"",""title"":""mdc_photo_mdc_dadbfa_cdv_photo_1754354222_1754354339011.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_99d6e6_cdv_photo_050_1754354339011.jpg"",""rid"":39598980,""lid"":""6728851"",""fid"":""989"",""field"":""site_photos"",""title"":""mdc_photo_mdc_99d6e6_cdv_photo_050_1754354339011.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_f08633_cdv_photo_051_1754354339011.jpg"",""rid"":39598981,""lid"":""6728851"",""fid"":""989"",""field"":""site_photos"",""title"":""mdc_photo_mdc_f08633_cdv_photo_051_1754354339011.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",101 E 15th St ,TX,2025/08/04,,,East,19:34,MH ML E,2,N/A,,,,,,N/A,,,CCTV,,,
COMPLETE,2025-06-06,,7501,,98TH ST ,LENEXA ,,,,,,2025/06/06,1800,VISTA VILLAGE (PRAIRIE STAR PKWY/RIDGEVIEW) ,,,Eric Zerr,Carter Pacheco,0,126,0,,,TAP,GMI,END,,,,No,North,115.1,43,45.4,,,115.1,,,,,,2025/06/06,LETS,2025/06/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9547,-94.7911,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_25c3d6_cdv_photo_001_1749219456785.jpg"",""rid"":38806786,""lid"":""6728851"",""fid"":""925"",""field"":""photo_map"",""title"":""mdc_photo_mdc_25c3d6_cdv_photo_001_1749219456785.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,,,,2025/06/06,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_64497e_cdv_photo_000_1749219246868.jpg"",""rid"":38806760,""lid"":""6728851"",""fid"":""925"",""field"":""site_photos"",""title"":""mdc_photo_mdc_64497e_cdv_photo_000_1749219246868.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 17501 W 98TH ST ,KS,2025/06/06,,,West,09:09,B,2,Eric Zerr,,,2025/06/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/00002e99-34fe-469d-898e-781daff5969e?t=1.513873&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&city=LENEXA,,
COMPLETE,2025-06-06,,17501 ,,98TH ST,LENEXA ,,,,,,2025/06/06,1800,VISTA VILLAGE PRAIRIE STAR PKWY,,,Eric Zerr,Edgar Atwood ,0,113,0,,,TAP,GMI,END,,,,,,44.9,41.5,43.2,,,,,,,,,2025/06/06,LETS,2025/06/06,LETS,,Post,Scott.Lovelady@onegas.com ,,38.9548,-94.791,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_a04b14_cdv_photo_000_1749217618874.jpg"",""rid"":38806581,""lid"":""6728851"",""fid"":""923"",""field"":""photo_map"",""title"":""mdc_photo_mdc_a04b14_cdv_photo_000_1749217618874.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,,,,2025/06/06,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_50cff0_cdv_photo_1749216683_1749217020522.jpg"",""rid"":38806533,""lid"":""6728851"",""fid"":""923"",""field"":""site_photos"",""title"":""mdc_photo_mdc_50cff0_cdv_photo_1749216683_1749217020522.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 17501 W 98TH ST,KS,2025/06/06,,,,08:31,,2,Eric Zerr,,,2025/06/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/e53891a4-832d-4518-b717-286a2775e372?t=1.379508&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&city=LENEXA,,
PO,2025-06-05,,9401,,MOODY PARK DR,OVERLAND PARK ,,,,,,,1800,SOUTHDALE/95 AND NEIMAN ,,,Eric Zerr,,0,0,,,,TAP,END/ROOTBALL,,,,,,North,7.7,1.3,,,,7.7,,,,TO NORTH,,2025/06/05,LETS,,,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9586,-94.7011,yes,1,1,,TECH IS CHRIS. NEED PO,,One Gas,,No,0403,PO,,,,,,,,CAN'T GET TO FOUNDATION DUE TO RB,,,2025/06/05,,,Katy Thompson,,,Fail,,,A,,,,,,,,,1,,,Lateral Inspection,,MH 9403 MOODY PARK DR ,KS,2025/06/05,,,,,,2,Eric Zerr,,,2025/06/05,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/07af7242-8354-41b2-ad15-28ca366faf16?t=0.995242&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&status=uploaded&client_reviewed=false,,
OFFICE REVIEW,2025-08-05,,108,,SW Ave G,Andrews,,,,,,,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,One Gas,,31.7239,-102.622,,,,,8/5/2025 4600 opened MH and attempted to run with 6” and 8” tires on tractor but could not make it 5’ past the opening. Made several attempts but could not keep and maintain visual. Placing under office review.,,One Gas,,N/A,0723,OFFICE REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_be56f9_cdv_photo_009_1754425909930.jpg"",""rid"":39613511,""lid"":""6728851"",""fid"":""1013"",""field"":""site_photos"",""title"":""mdc_photo_mdc_be56f9_cdv_photo_009_1754425909930.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/05,,,,,MH ML S,2,N/A,,,,,,N/A,,,,,,
COMPLETE,2025-09-11,,217,,K ST NW,MIAMI,,,,,,2025/09/11,1700,K ST NW/3 AVE NW ,,,Edgar Atwood,Carter Pacheco,0,0,0,0,,TAP,12T,12T,END,,,No,North,258.3,28.3,134.8,158,,258.3,,,,,,2025/09/11,LETS,2025/09/11,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8777,-94.8902,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_f3ce2f_cdv_photo_000_1757610312213.jpg"",""rid"":40118268,""lid"":""6728851"",""fid"":""1295"",""field"":""photo_map"",""title"":""mdc_photo_mdc_f3ce2f_cdv_photo_000_1757610312213.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,PASS-CAM,,,2025/09/17,,,Charlton Moren,,,Pass,,,A,B,C,D,,,,,,1,,,Lateral Inspection,,MH 203 K ST NW ,OK,2025/09/11,,,,12:00,,2,Edgar Atwood,,,2025/09/11,,,1700 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/af1083d8-fbb8-4ce1-b7c4-b4782c0c8c8b?t=1&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE,2025-06-04,,702,,COMMERCIAL ST,OSWEGO ,,,,,,2025/06/04,2400,6 AND MERCHANT,,,James Atwood,Michael Parrish,0,39,0,,,C/O,GMI,END,,,,,,0,87.4,100.1,,,,,,,,,2025/06/04,PO,2025/06/04,PO,,Post,SCOTT.LOVELADY@ONEGAS.COM ,1,37.1637,-95.1082,yes,1,1,,MISSED TAP IN MAIN SEWER LINE PUSHED TO CLEAR,,One Gas,,No,0403,COMPLETE,,,,,,,,"PIPE IS DAMAGED @ 3.4', GAS CROSSBORE BOTH SEWER AND GAS 29 INCHES 14.9'.",,,2025/09/22,,,Katy Thompson,,,Fail,,,A,B,C,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_199505_cdv_photo_000_1749066723796.jpg"",""rid"":38782690,""lid"":""6728851"",""fid"":""846"",""field"":""site_photos"",""title"":""mdc_photo_mdc_199505_cdv_photo_000_1749066723796.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,KS,2025/06/04,,,,14:48,A,2,James Atwood,,,2025/06/04,,,2400 PO,,,Push Camera,https://pioneer.sewerai.com/dashboard/review/f7b92c19-527c-464a-816a-7647afd8d965?t=0&limit=30&offset=0&city=OSWEGO&lateral_segment_reference=702+Commercial+St,,
COMPLETE,2025-05-06,,301,,SW LINDENWOOD AVE ,TOPEKA ,,,,,,2025/05/06,1800,PW-24R2-TOPEKA-2ND AND ORCHARD ,,,Eric Zerr,Carter Pacheco,137,47,50,,,TAP,GMI,END,,,,No,West,74.1,15,32.5,,,74.1,,,,,,2025/05/06,LETS,2025/05/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,39.0615,-95.7002,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_9f8d83_cdv_photo_008_1758297380656.jpg"",""rid"":40224729,""lid"":""6728851"",""fid"":""614"",""field"":""photo_map"",""title"":""mdc_photo_mdc_9f8d83_cdv_photo_008_1758297380656.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,VISUALL ON PULLBACK IS CLEAR ENOUGH TO SEE THAT THERE ARE NO CONFLICTS. THIS LINE IS CLEAR. ,,,Katy Thompson,Pass,,,"POOR VISAL DEBRIS ON CAMERA BLOCKS VIEW, NO VISUAL @ GMI",,,2025/05/08,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,,MH 320 SW LINDENWOOD AVE ,KS,2025/05/06,,,South,14:20,,2,Eric Zerr,,,2025/05/06,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/7e45feb8-f41c-4a37-aef2-7c1c8aedb6a5?t=0&limit=30&offset=0&project=25PV0406+ONE+GAS+&ordering=Inspection_Date&client_reviewed=false,,
COMPLETE NO BILL,2025-08-04,,1511,,S Helen St,Monahans,,,,,,2025/08/04,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,End,,,,,,,,14,,,,,,,,,,,2025/08/05,PO,2025/08/05,PO,,Post,One Gas,1,31.9145,-102.324,yes,1,1,,"8/4/2025 4600 pushed under foundation, this section is clear. This ties into the main lateral",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_5364a5_cdv_photo_012_1754395304937.jpg"",""rid"":39605672,""lid"":""6728851"",""fid"":""992"",""field"":""photo_map"",""title"":""mdc_photo_mdc_5364a5_cdv_photo_012_1754395304937.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_825534_cdv_photo_003_1754395268232.jpg"",""rid"":39605660,""lid"":""6728851"",""fid"":""992"",""field"":""site_photos"",""title"":""mdc_photo_mdc_825534_cdv_photo_003_1754395268232.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_ff4ab3_cdv_photo_010_1754395268232.jpg"",""rid"":39605661,""lid"":""6728851"",""fid"":""992"",""field"":""site_photos"",""title"":""mdc_photo_mdc_ff4ab3_cdv_photo_010_1754395268232.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/04,,,,06:55,A ET 1,2,Kyle Graham ,,,2025/08/05,,,-----------------,,,Push Camera,,,
COMPLETE NO BILL,2025-08-04,,1509,,S Helen St,Monahans,,,,,,2025/08/04,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,End,,,,,,,,79,,,,,,,,,,,2025/08/04,PO,2025/08/04,PO,,Post,One Gas,1,31.8734,-102.313,yes,1,1,,"8/4/2025 4600 pushed cleanout mainline to mainline in alley, this section is clear. ",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_d1a98a_cdv_photo_028_1754396964570.jpg"",""rid"":39606279,""lid"":""6728851"",""fid"":""991"",""field"":""photo_map"",""title"":""mdc_photo_mdc_d1a98a_cdv_photo_028_1754396964570.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,79,Main Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_149648_cdv_photo_002_1754394313640.jpg"",""rid"":39605523,""lid"":""6728851"",""fid"":""991"",""field"":""site_photos"",""title"":""mdc_photo_mdc_149648_cdv_photo_002_1754394313640.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/04,,,,21:26,D CO ML W,2,N/A,,,,,,N/A,,,Push Camera,,,
COMPLETE NO BILL,2025-08-04,,1513,,S Helen St,Monahans ,,,,,,2025/08/04,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,End,,,,,,,,17,,,,,,,,,,,2025/08/04,PO,2025/08/04,PO,,Post,One Gas,1,31.581,-102.888,yes,1,1,,"8/4/2025 4600 pushed lateral that goes under foundation, this lateral ties into back CO. This is clear.",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_4aa89e_cdv_photo_016_1754396415520.jpg"",""rid"":39605941,""lid"":""6728851"",""fid"":""982"",""field"":""photo_map"",""title"":""mdc_photo_mdc_4aa89e_cdv_photo_016_1754396415520.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_33dfe5_cdv_photo_031_1754349907609.jpg"",""rid"":39598736,""lid"":""6728851"",""fid"":""982"",""field"":""site_photos"",""title"":""mdc_photo_mdc_33dfe5_cdv_photo_031_1754349907609.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_fe4ba4_cdv_photo_017_1754396415520.jpg"",""rid"":39605940,""lid"":""6728851"",""fid"":""982"",""field"":""site_photos"",""title"":""mdc_photo_mdc_fe4ba4_cdv_photo_017_1754396415520.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/04,,,,16:52,D ET 1,2,Kyle Graham ,,,2025/08/04,,,----------------,,,Push Camera,,,
COMPLETE NO BILL,2025-08-04,,1511,,S Helen St,Monahans,,,,,,2025/08/04,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,End,,,,,,,,55,,,,,,,,,,,2025/08/04,PO,2025/08/04,PO,,Post,One Gas,1,31.5811,-102.888,yes,1,1,,"8/4/2025 4600 pushed from clean out mainline this lateral is clear, does tie in with other half of property.",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_19d23f_cdv_photo_013_1754395343474.jpg"",""rid"":39605677,""lid"":""6728851"",""fid"":""987"",""field"":""photo_map"",""title"":""mdc_photo_mdc_19d23f_cdv_photo_013_1754395343474.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",N/A,0723,COMPLETE NO BILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_5357e7_cdv_photo_045_1754352078570.jpg"",""rid"":39598815,""lid"":""6728851"",""fid"":""987"",""field"":""site_photos"",""title"":""mdc_photo_mdc_5357e7_cdv_photo_045_1754352078570.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_906d35_cdv_photo_046_1754352078570.jpg"",""rid"":39598816,""lid"":""6728851"",""fid"":""987"",""field"":""site_photos"",""title"":""mdc_photo_mdc_906d35_cdv_photo_046_1754352078570.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_7905ee_cdv_photo_047_1754352078570.jpg"",""rid"":39598817,""lid"":""6728851"",""fid"":""987"",""field"":""site_photos"",""title"":""mdc_photo_mdc_7905ee_cdv_photo_047_1754352078570.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/04,,,,18:57,A,2,Kyle Graham ,,,2025/08/04,,,-----------------,,,Push Camera,,,
OFFICE REVIEW,2025-08-05,,912,,SW 1st St,Andrews,,,,,,,4600,One Gas,,,Jason Claunch,Kyle Graham ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post,One Gas,,31.6363,-102.772,,,,,,,One Gas,,N/A,0723,OFFICE REVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_7249c5_cdv_photo_1754426535_1754426540226.jpg"",""rid"":39613570,""lid"":""6728851"",""fid"":""1014"",""field"":""site_photos"",""title"":""mdc_photo_mdc_7249c5_cdv_photo_1754426535_1754426540226.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/05,,,,,,2,N/A,,,,,,N/A,,,,,,
CLIENT REVIEW,2025-06-03,,202,,QUINCY ST,COMMERCE ,,,,,,2025/06/03,2400,5TH AND RIVER,,,James Atwood,Michael Parrish,0,0,,,,TAP,END,,,,,,South,400.3,2,,,,400.3,,,,,,2025/06/03,LETS,2025/06/03,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.9363,-94.8747,yes,1,1,,OFFSET PARTIAL COLLAPSE ABANDONED PRE SHOWS PARTIAL COLLAPSE ALSO,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_5487f5_cdv_photo_002_1748979641370.jpg"",""rid"":38766176,""lid"":""6728851"",""fid"":""813"",""field"":""photo_map"",""title"":""mdc_photo_mdc_5487f5_cdv_photo_002_1748979641370.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,CLIENT REVIEW,,,,,N/A,,,VIDEO IS CLEAR TO SEE PARTIAL COLLAPSE/ABANDONED PIPE,,,2025/06/04,,,Katy Thompson,,,Pass,,,A,,,,,,,,,1,,,Lateral Inspection,,MH 302 N QUINCY ST ,OK,2025/06/03,,,North,14:35,,2,James Atwood,,,2025/06/03,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/0c3a335b-70bc-4e32-be29-60e3dec46387?t=1.589724&limit=30&offset=0&project=24PV0408+MESA+COUNTY-GATEWAY&ordering=-Inspection_Date&client_reviewed=false&inspection_datetime__gte=2025-06-03T00%3A00%3A00-05%3A00&inspection_datetime__lte=2025-06-03T23%3A59%3A59-05%3A00,,
